FamilyCaseID,RoundNumber
THC01841,12
THC03650,12
THC03652,12
THC03649,12
THC03648,12
THC03647,12
THC03645,12
THC03644,12
THC02364,12
THC02168,12
THC02159,12
THC01986,12
THC00913,12
THC00788,12
THC00561,12
THC00506,12
THC00492,12
THC00123,12
THC03651,12
THC_03694,12
THC_03711,12
THC_03714,12
THC_03697B,12
THC_03697A,12
THC_03706,12
THC_03708,12
THC_03695,12
THC_03702,12
THC_03712,12
THC_03715B,12
THC_03715A,12
THC_03701,12
THC_03700,12
THC_03698,12
THC_03713,12
THC_03704,12
THC_03710,12
THC_03707,12
THC_03709,12
THC_03705,12
THC_02322,12
THC_03693A,12
THC_03693B,12
THC_03699,12
THC_03703,12
THC_03696,12
THC03718,12
THC03720,12
THC03725,12
THC03723,12
THC03724,12
THC03727,12
THC03722B,12
THC03722A,12
THC03730,12
THC03726,12
THC02122,12
THC03728,12
THC03719,12
THC03721B,12
THC03721A,12
THC03716,12
THC03729A,12
THC03729B,12
THC03731,12
THC03732,12
THC03733,12
THC03734,12
THC03736,12
THC03739,12
THC03738B,12
THC03738A,12
THC03737,12
THC03611,12
THC03786,12
THC03785,12
THC03784,12
THC03783,12
THC03782B,12
THC03782A,12
THC03781,12
THC03780,12
THC03779,12
THC03778,12
THC03777,12
THC03776,12
THC03775,12
THC03746,12
THC03773,12
THC03768,12
THC03735A,12
THC03765,12
THC03735B,12
THC03751,12
THC03770,12
THC03750,12
THC03742,12
THC03766,12
THC03753,12
THC03740,12
THC03772B,12
THC03772A,12
THC03748,12
THC03769,12
THC03741,12
THC03747,12
THC03752,12
THC03767A,12
THC03767B,12
THC03771B,12
THC03771A,12
THC03745,12
THC03744,12
THC03774,12
THC03743,12
THC03749B,12
THC03806,12
THC03805,12
THC03802,12
THC03817,12
THC03810,12
THC03812,12
THC03790,12
THC03790,12
THC03789,12
THC03789,12
THC03792,12
THC03794,12
THC03793,12
THC03795,12
THC03795,12
THC03796,12
THC03788,12
THC03796,12
THC03788,12
THC00904,12
THC03814,12
THC03800,12
THC03804,12
THC03798,12
THC03818,12
THC03804,12
THC03819,12
THC03809,12
THC03817,12
THC03807,12
THC03815,12
THC03816,12
THC03799,12
THC03803,12
THC03801,12
THC03813,12
THC03819,12
THC03810,12
THC03797,12
THC03787,12
THC03791,12
THC03791,12
THC03811,12
THC03749A,12
