FamilyCaseID,RoundNumber
HOL029138,2
HOL018796,2
HOL039876,2
HOL039057,2
HOL039332,2
HOL038627,2
HOL038642,2
HOL036743,2
HOL037107,2
HOL036631,2
HOL37788,2
HOL23481,2
HOL039486,2
HOL020914,2
HOL020911,2
HOL037295,2
HOL035101,2
HOL040225,2
HOL036010,2
HOL036004,2
HOL034033,2
HOL038006,2
HOL038655,2
HOL026988,2
HOL037136,2
H0L036874,2
HOL039782,2
HOL039497,2
HOL029452,2
HOL036298,2
HOL036294,2
HOL038796,2
HOL026962,2
HOL027625,2
HOL039910,2
HOL037529,2
HOL037507,2
HOL030636,2
HOL037405,2
HOL039049,2
HOL037431,2
HOL039810,2
HOL038733,2
HOL038539,2
HOL038705,2
HOL023825,2
HOL038710,2
HOL028462,2
HOL036778,2
HOL031392,2
HOL029613,2
HOL033765,2
HOL038979,2
HOL038699,2
HOL039657,2
HOL039669,2
HOL038711,2
HOL038706,2
HOL035239,2
HOL037124,2
HOL039248,2
HOL038517,2
HOL038522,2
HOL038523,2
HOL039477,2
HOL040774,2
HOL038492,2
HOL035096,2
HOL38491,2
HOL037339,2
HOL037332,2
HOL037827,2
HOL039410,2
HOL039357,2
HOL039309,2
HOL039309,2
HOL038016,2
HOL037346,2
HOL036980,2
HOL035172,2
HOL036992,2
HOL031219,2
HOL031427,2
HOL036937,2
HOL031436,2
HOL023469,2
HOL038531,2
HOL035708,2
HOL035704,2
HOL035636,2
HOL032924,2
HOL029473,2
HOL037249,2
HOL038155,2
HOL031178,2
HOL039109,2
HOL033642,2
HOL031264,2
HOL033540,2
HOL028455,2
HOL029227,2
HOL039516,2
HOL037865,2
HOL036525,2
HOL036630,2
HOL036721,2
HOL040018,2
HOL036951,2
HOL036636,2
HOL039316,2
HOL035241,2
HOL035315,2
HOL037785,2
HOL037358,2
HOL037261,2
HOL029464,2
HOL038176,2
HOL038485,2
HOL038494,2
HOL039583,2
HOL039356,2
HOL039351,2
HOL039254,2
HOL032685,2
HOL030635,2
HOL035301,2
Hol038739,2
Hol037247,2
Hol036614,2
Hol038172,2
Hol039533,2
Hol030748,2
Hol038171,2
Hol034633,2
Hol036742,2
Hol034437,2
Hol036971,2
hol036999,2
Hol038470,2
Hol039220,2
Hol036628,2
Hol039039,2
Hol039074,2
Hol038813,2
Hol038792,2
Hol039082,2
Hol038540,2
Hol039062,2
Hol038545,2
Hol040842,2
Hol038634,2
Hol038639,2
Hol037372,2
Hol039324,2
Hol039333,2
Hol039749,2
Hol037897,2
Hol036939,2
Hol036731,2
Hol039192,2
hol033790,2
Hol020142,2
Hol033218,2
Hol033219,2
Hol035680,2
Hol036725,2
Hol039904,2
Hol039145,2
Hol038797,2
Hol039252,2
Hol038514,2
Hol038512,2
Hol035685,2
Hol034425,2
Hol034427,2
hol034423,2
Hol028943,2
Hol039943,2
Hol035627,2
Hol035519,2
Hol038881,2
Hol032550,2
Hol038495,2
Hol023255,2
Hol027623,2
hol023240,2
Hol038503,2
Hol036740,2
Hol026931,2
Hol040255,2
Hol034706,2
Hol031356,2
Hol029478,2
Hol032123,2
Hol031315,2
Hol030812,2
Hol038542,2
Hol039416,2
Hol029816,2
Hol030808,2
Hol035569,2
Hol036879,2
Hol037999,2
Hol03890,2
Hol035586,2
Hol038678,2
Hol034184,2
Hol034436,2
Hol038012,2
Hol038656,2
hol040870,2
Hol038459,2
Hol039020,2
Hol037896,2
Hol039890,2
Hol038537,2
Hol038543,2
Hol035729,2
Hol034705,2
Hol039801,2
Hol038357,2
Hol039156,2
Hol037744,2
Hol037848,2
Hol038715,2
Hol035635,2
Hol039798,2
Hol039837,2
Hol038713,2
Hol035735,2
Hol039209,2
Hol035348,2
Hol036587,2
Hol039832,2
Hol036998,2
Hol031306,2
Hol034774,2
Hol038586,2
Hol037193,2
Hol038612,2
Hol037333,2
Hol37256,2
Hol037291,2
Hol034849,2
Hol037289,2
Hol038571,2
Hol034748,2
Hol038781,2
Hol028450,2
Hol027621,2
Hol039857,2
Hol038804,2
Hol026907,2
Hol038244,2
Hol029462,2
Hol018824,2
Hol037755,2
Hol035641,2
Hol037778,2
Hol032606,2
Hol038320,2
Hol038175,2
Hol037347,2
Hol038638,2
Hol038506,2
Hol040869,2
Hol038648,2
Hol039765,2
Hol035800,2
Hol028461,2
Hol035752,2
Hol037088,2
Hol035616,2
Hol035642,2
Hol025653,2
Hol039176,2
Hol029137,2
Hol038725,2
Hol030310,2
Hol029807,2
Hol037271,2
Hol040223,2
Hol039298,2
Hol022188,2
Hol038866,2
Hol021344,2
Hol021347,2
Hol021364,2
Hol038978,2
Hol030293,2
Hol038698,2
Hol039966,2
Hol037783,2
Hol038224,2
Hol030634,2
Hol037265,2
Hol037756,2
Hol038617,2
Hol036974,2
Hol038276,2
Hol038772,2
Hol020936,2
Hol036880,2
Hol032580,2
Hol037902,2
Hol036898,2
Hol035578,2
Hol035585,2
Hol039070,2
Hol026889,2
Hol026878,2
Hol029849,2
Hol036887,2
Hol038661,2
Hol038629,2
Hol035558,2
Hol034393,2
Hol035783,2
Hol039429,2
Hol039363,2
Hol040048,2
Hol023441,2
Hol023438,2
Hol036747,2
Hol036865,2
Hol021873,2
Hol017479,2
Hol039051,2
Hol040046,2
Hol038185,2
Hol036884,2
Hol039099,2
Hol037956,2
