FamilyCaseID,RoundNumber
Hol022188,6
Hol036924,6
Hol037303,6
Hol039306,6
Hol036935,6
Hol028561,6
Hol036932,6
Hol036750,6
Hol029470,6
Hol035435,6
Hol038823,6
Hol029859,6
Hol028461,6
Hol036994,6
Hol035552,6
Hol031921,6
Hol039396,6
Hol039401,6
Hol036010,6
Hol038006,6
Hol034033,6
Hol036004,6
Hol035772,6
Hol040121,6
Hol029135,6
Hol020937,6
Hol023250,6
Hol024591,6
Hol040040,6
Hol038355,6
Hol038618,6
Hol039922,6
Hol031910,6
Hol029227,6
Hol038479,6
Hol035594,6
Hol035615,6
Hol035565,6
Hol039406,6
Hol035571,6
Hol039217,6
Hol037758,6
Hol039999,6
Hol037754,6
Hol037770,6
Hol029463,6
Hol029453,6
Hol040810,6
Hol038781,6
Hol038804,6
Hol038633,6
Hol038109,6
Hol035684,6
Hol037352,6
Hol029247,6
Hol029245,6
Hol040842,6
Hol037342,6
Hol038043,6
Hol038727,6
Hol038624,6
Hol036972,6
Hol032351,6
Hol035213,6
Hol038085,6
Hol038660,6
Hol036628,6
Hol036917,6
Hol035514,6
Hol038648,6
Hol035589,6
Hol036710,6
Hol037152,6
Hol039501,6
Hol031469,6
Hol031433,6
Hol032153,6
Hol038498,6
Hol038125,6
Hol040805,6
Hol035072,6
Hol028760,6
Hol030733,6
Hol039342,6
Hol036918,6
Hol038102,6
Hol034724,6
Hol039665,6
Hol034168,6
Hol033121,6
Hol034206,6
Hol038892,6
Hol036927,6
Hol038360,6
Hol036310,6
Hol039214,6
Hol040802,6
Hol028454,6
Hol038811,6
Hol038079,6
Hol038087,6
Hol038067,6
Hol038117,6
Hol039107,6
Hol037356,6
Hol038348,6
Hol038992,6
Hol037008,6
Hol037387,6
Hol032133,6
Hol034015,6
Hol037190,6
Hol038019,6
Hol031345,6
Hol040266,6
Hol032143,6
Hol039832,6
Hol031369,6
Hol040004,6
Hol037941,6
Hol036147,6
Hol040151,6
Hol038974,6
Hol039026,6
Hol038518,6
Hol038575,6
Hol038107,6
Hol031441,6
Hol038457,6
Hol034756,6
Hol032595,6
Hol035645,6
Hol035582,6
Hol024321,6
Hol021953,6
Hol024216,6
Hol021966,6
Hol035551,6
Hol029033,6
Hol018805,6
Hol018802,6
Hol018839,6
Hol025168,6
Hol039311,6
Hol020038,6
Hol028361,6
Hol018821,6
Hol029865,6
Hol032159,6
Hol036944,6
Hol030638,6
Hol038192,6
Hol035677,6
Hol029855,6
Hol018818,6
Hol039000,6
Hol038259,6
Hol034188,6
Hol039027,6
Hol038209,6
Hol038204,6
Hol032545,6
Hol031228,6
Hol037340,6
Hol038738,6
Hol036049,6
Hol039201,6
Hol038120,6
Hol038134,6
Hol038978,6
Hol030625,6
Hol032127,6
Hol030309,6
Hol039031,6
Hol034658,6
Hol032542,6
Hol032548,6
Hol037330,6
Hol036491,6
Hol038135,6
Hol030551,6
Hol039193,6
Hol037284,6
Hol039105,6
Hol030812,6
Hol038097,6
Hol039307,6
Hol038925,6
Hol037241,6
Hol038931,6
Hol039091,6
Hol035746,6
Hol035515,6
Hol037747,6
Hol038003,6
Hol039445,6
Hol037274,6
Hol037317,6
Hol038929,6
Hol036990,6
Hol038736,6
Hol040334,6
Hol040260,6
Hol039735,6
Hol039716,6
Hol039097,6
Hol037812,6
Hol037932,6
Hol038812,6
Hol038685,6
Hol040911,6
Hol039503,6
Hol031927,6
Hol033100,6
Hol035063,6
Hol037351,6
Hol036866,6
Hol034575,6
Hol038483,6
Hol038800,6
Hol037206,6
Hol036954,6
Hol038465,6
Hol038352,6
Hol039059,6
Hol039096,6
Hol039680,6
Hol039742,6
Hol035155,6
Hol038520,6
Hol036715,6
Hol039090,6
Hol036865,6
Hol038190,6
Hol040712,6
Hol037295,6
Hol038458,6
Hol038697,6
Hol039145,6
Hol035101,6
Hol036939,6
Hol036742,6
Hol032115,6
Hol032138,6
Hol039150,6
Hol035633,6
Hol034249,6
Hol038571,6
Hol039202,6
Hol040900,6
Hol037896,6
Hol038153,6
Hol037205,6
Hol036913,6
Hol030508,6
Hol040619,6
Hol037276,6
Hol016865,6
Hol039042,6
Hol038692,6
Hol034655,6
Hol036582,6
Hol017479,6
Hol029457,6
Hol033761,6
Hol035699,6
Hol020944,6
Hol030728,6
Hol018831,6
Hol020912,6
Hol028462,6
Hol032556,6
Hol035545,6
Hol038112,6
Hol038813,6
Hol037897,6
Hol023441,6
Hol031159,6
Hol020652,6
Hol020366,6
Hol023447,6
Hol023230,6
Hol034282,6
Hol020907,6
Hol038310,6
Hol028459,6
