FamilyCaseID,RoundNumber
Hol032126,2
Hol035602,2
Hol033646,2
Hol018834,2
Hol032118,2
Hol039551,2
Hol038759,2
Hol028581,2
Hol030628,2
Hol018808,2
Hol040047,2
Hol035165,2
Hol018816,2
Hol030508,2
Hol027620,2
Hol036312,2
Hol029030,2
Hol020366,2
Hol036708,2
Hol035610,2
Hol036303,2
Hol028559,2
Hol028942,2
Hol038075,2
Hol039383,2
Hol039924,2
Hol039600,2
Hol031205,2
Hol037832,2
Hol039256,2
Hol035542,2
Hol031233,2
Hol034708,2
Hol032120,2
Hol037212,2
Hol039933,2
Hol037746,2
Hol020655,2
Hol029869,2
Hol037278,2
Hol023245,2
Hol037892,2
Hol039520,2
Hol039087,2
Hol032111,2
Hol039594,2
Hol036994,2
Hol028337,2
Hol035695,2
Hol035738,2
Hol038311,2
Hol035612,2
Hol027624,2
Hol035435,2
Hol035645,2
Hol037359,2
Hol038489,2
Hol035574,2
Hol035622,2
Hol035593,2
Hol032107,2
Hol032103,2
Hol032113,2
Hol030731,2
Hol030814,2
Hol035543,2
Hol034696,2
Hol020935,2
Hol035632,2
Hol034188,2
Hol039255,2
Hol038365,2
Hol033546,2
Hol032129,2
Hol024321,2
Hol038104,2
Hol038478,2
Hol024216,2
Hol023459,2
Hol023452,2
Hol021953,2
Hol023486,2
Hol038472,2
Hol021966,2
Hol022166,2
Hol031112,2
Hol038144,2
Hol038670,2
Hol040810,2
Hol020942,2
Hol020937,2
Hol028542,2
Hol020933,2
Hol027627,2
Hol038662,2
Hol035550,2
