FamilyCaseID,RoundNumber
Hol032538,9
Hol039852,9
Hol038682,9
Hol039005,9
Hol038720,9
Hol029461,9
Hol028353,9
Hol038202,9
Hol039360,9
Hol039925,9
Hol032144,9
Hol034727,9
Hol034717,9
Hol028559,9
Hol039876,9
Hol029865,9
Hol035708,9
Hol032544,9
Hol038667,9
Hol038546,9
Hol039271,9
Hol030540,9
Hol032165,9
Hol039301,9
Hol039354,9
Hol038221,9
Hol036910,9
Hol039074,9
Hol023527,9
Hol036756,9
Hol038772,9
Hol018802,9
Hol029855,9
Hol040816,9
Hol020931,9
Hol038872,9
Hol022711,9
Hol034508,9
Hol035611,9
Hol039419,9
Hol018818,9
Hol020038,9
Hol025168,9
Hol030729,9
Hol040873,9
Hol036719,9
Hol036730,9
Hol038056,9
Hol032161,9
Hol029226,9
Hol034114,9
Hol039318,9
Hol039322,9
Hol036447,9
Hol033692,9
Hol039297,9
Hol039299,9
Hol035609,9
Hol035618,9
Hol026940,9
Hol038011,9
Hol037760,9
Hol034724,9
Hol039713,9
Hol036769,9
Hol033218,9
Hol033790,9
Hol037756,9
Hol036736,9
Hol038158,9
Hol029869,9
Hol036801,9
Hol029856,9
Hol029219,9
Hol029218,9
Hol039220,9
Hol037948,9
Hol040149,9
Hol038908,9
Hol036462,9
Hol036484,9
Hol039646,9
Hol039733,9
Hol038002,9
Hol029451,9
Hol023437,9
Hol024216,9
Hol021953,9
Hol023471,9
Hol038582,9
Hol028464,9
Hol028457,9
Hol038909,9
Hol039022,9
Hol038537,9
Hol038809,9
Hol039356,9
Hol037400,9
Hol040250,9
Hol037904,9
Hol040901,9
Hol036727,9
Hol020655,9
Hol037405,9
Hol020035,9
Hol028576,9
Hol040896,9
Hol038747,9
Hol038761,9
Hol023284,9
