FamilyCaseID,RoundNumber
Hol018294,6
Hol026431,6
Hol028062,6
Hol033354,6
Hol027586,6
Hol026452,6
Hol029761,6
Hol029706,6
Hol040287,6
Hol023558,6
Hol023538,6
Hol040176,6
Hol029982,6
Hol035950,6
Hol039704,6
Hol034521,6
Hol030226,6
Hol040029,6
Hol033615,6
Hol037980,6
Hol023757,6
Hol032492,6
Hol037597,6
Hol040540,6
Hol025941,6
Hol034212,6
Hol040519,6
Hol024472,6
Hol024388,6
Hol024416,6
Hol034877,6
Hol024842,6
Hol018431,6
Hol029771,6
Hol029840,6
Hol018432,6
Hol040472,6
Hol029984,6
Hol030224,6
Hol024414,6
Hol020550,6
Hol040516,6
Hol028483,6
Hol017754,6
Hol037657,6
Hol024858,6
Hol023209,6
Hol025337,6
Hol033402,6
Hol020395,6
Hol023190,6
Hol025752,6
Hol023396,6
Hol023351,6
Hol039946,6
Hol039957,6
Hol032612,6
Hol032279,6
Hol030409,6
Hol028645,6
Hol040984,6
Hol020436,6
Hol020433,6
Hol020439,6
Hol026945,6
Hol040062,6
Hol028601,6
Hol020415,6
Hol020420,6
Hol020421,6
Hol020423,6
Hol040254,6
Hol023950,6
Hol020047,6
Hol040598,6
Hol032248,6
Hol040148,6
Hol034051,6
Hol034995,6
Hol033334,6
Hol029115,6
Hol020457,6
Hol020460,6
Hol020467,6
Hol032253,6
Hol032241,6
Hol034243,6
Hol039376,6
Hol034234,6
Hol033661,6
Hol025087,6
Hol027573,6
Hol032805,6
Hol026761,6
Hol026449,6
Hol026464,6
Hol032887,6
Hol036229,6
Hol040064,6
Hol036483,6
Hol034486,6
Hol037132,6
Hol037126,6
Hol034979,6
Hol035007,6
Hol034874,6
Hol035012,6
Hol040552,6
Hol033607,6
Hol031706,6
Hol033458,6
Hol036079,6
Hol040184,6
Hol023882,6
Hol023549,6
Hol020218,6
Hol036085,6
Hol038268,6
Hol029832,6
Hol027095,6
Hol033125,6
Hol031776,6
Hol034480,6
Hol036696,6
Hol024670,6
Hol031316,6
Hol029305,6
Hol031313,6
Hol029323,6
Hol023957,6
Hol034254,6
Hol034925,6
Hol034381,6
Hol030342,6
Hol020464B,6
Hol020464A,6
Hol040544,6
Hol034954,6
Hol029340,6
Hol029392,6
Hol035054,6
Hol024457,6
Hol035223,6
Hol035083,6
Hol035081,6
Hol028436,6
Hol027614,6
Hol027571,6
Hol033489,6
Hol023547,6
Hol024137,6
Hol027002,6
Hol034831,6
Hol024113,6
Hol026540,6
Hol040657,6
Hol028502,6
Hol027056,6
Hol036442,6
Hol036535,6
Hol035457,6
hol026936,6
Hol027290,6
Hol027157,6
Hol027184,6
Hol033951,6
Hol023346,6
Hol023334,6
Hol035242,6
Hol024083,6
Hol040885,6
Hol040887,6
Hol025977,6
hol025984,6
Hol025759,6
Hol025089,6
Hol028444,6
Hol023520,6
Hol023523,6
Hol036699,6
Hol040258,6
Hol040823,6
Hol023916,6
Hol039990B,6
Hol039990A,6
Hol031899,6
Hol036063,6
Hol033931,6
Hol028604,6
Hol029200,6
Hol035099,6
Hol017295,6
Hol035557,6
Hol034600,6
Hol034561,6
Hol040133,6
Hol040137,6
Hol028407,6
Hol027831,6
Hol039598,6
Hol024160,6
Hol025300,6
hol025281,6
Hol025275,6
Hol025260,6
Hol034180,6
Hol040021,6
Hol022750,6
Hol037589,6
Hol035173,6
Hol024006A,6
Hol024006B,6
Hol033899,6
Hol034978,6
Hol024155,6
Hol024074,6
Hol027898,6
Hol040522,6
Hol035303,6
Hol040638,6
Hol020424,6
Hol020429,6
Hol030042,6
Hol029911,6
Hol032504,6
Hol025232,6
Hol023500,6
Hol023528,6
Hol024172,6
Hol024188,6
Hol024774,6
Hol039259,6
Hol037078,6
Hol033295,6
Hol032232,6
Hol036819,6
Hol039249,6
Hol030006,6
Hol040760,6
Hol025745,6
Hol027025,6
Hol026937,6
Hol026848,6
Hol024605,6
Hol026287,6
Hol026002,6
Hol034984,6
Hol034868,6
Hol025736,6
Hol024176,6
Hol025138,6
Hol040001,6
Hol038245,6
Hol038177,6
Hol038246,6
Hol028511,6
Hol029158,6
Hol035946,6
Hol019474,6
Hol035856,6
Hol032834,6
Hol038429,6
Hol032843,6
Hol025239,6
Hol040500,6
Hol025420,6
Hol029094,6
Hol029096,6
Hol020544,6
Hol039963,6
