FamilyCaseID,RoundNumber
THC02089B,12
THC02089A,12
THC02182,12
THC02269,12
THC01961,12
THC00150,12
THC02158,12
THC00143,12
THC00037,12
THC02504A,12
THC02504B,12
THC02052,12
THC02111,12
THC02054,12
THC00149B,12
THC00044,12
THC00129,12
THC02556,12
THC00158,12
THC00040,12
THC02321,12
THC00149A,12
THC02047A,12
THC02047B,12
THC00060,12
THC00232,12
THC02135,12
THC02110,12
THC00025,12
THC00167,12
THC02102,12
THC02103,12
THC02097,12
THC02124A,12
THC02124B,12
THC00226,12
THC02499B,12
THC02499A,12
THC00217,12
THC02132,12
THC02268A,12
THC02268B,12
THC00046A,12
THC00046B,12
THC02120,12
THC02700,12
THC00188,12
THC00015,12
THC02384,12
THC02586,12
THC00600,12
THC00030,12
THC02477,12
THC00005A,12
THC00005B,12
THC02447,12
THC02093,12
THC02478,12
THC02252,12
THC01988,12
THC00984,12
THC00147,12
THC00153,12
THC00187,12
THC01991,12
THC02225,12
THC00216,12
THC01761,12
THC00078,12
THC00173B,12
THC00173A,12
THC02081,12
THC00086,12
THC01834,12
THC01833,12
THC02257,12
THC01971,12
THC00024,12
THC00058,12
THC02247,12
THC00429B,12
THC00429A,12
THC02161B,12
THC02161A,12
THC00006B,12
THC00006A,12
THC02195,12
THC00057,12
THC00174,12
THC01769A,12
THC01769B,12
THC00202B,12
THC00202A,12
THC01775A,12
THC01775B,12
THC02118,12
THC01768,12
THC02695,12
THC02736,12
THC02117,12
THC02629,12
THC01174,12
THC02603,12
THC00299,12
THC02520,12
THC02090,12
THC02967B,12
THC02967A,12
THC00157,12
THC02601,12
THC02453,12
THC02041A,12
THC02041B,12
THC01807,12
THC00805,12
THC02401,12
THC01815B,12
THC01815A,12
THC02417A,12
THC02417B,12
THC00776A,12
THC01554,12
THC02211,12
THC01704,12
THC01683,12
THC01661B,12
THC01436,12
THC01400,12
THC01593,12
THC00776B,12
THC01383,12
THC01402B,12
THC01402A,12
THC01727,12
THC00634,12
THC01410,12
THC00928,12
THC01335,12
THC01437,12
THC01661A,12
THC01697B,12
THC01697A,12
THC00267B,12
THC00656,12
THC00752,12
THC00047,12
THC00267A,12
THC02246,12
THC02025,12
THC00620,12
THC00304,12
THC00263,12
THC00111,12
THC01443,12
THC02006B,12
THC02804,12
THC02006A,12
THC00259,12
THC02405,12
THC00305,12
THC01998,12
THC01580,12
THC01730,12
THC02414A,12
THC02414B,12
THC00728A,12
THC00728B,12
