FamilyCaseID,RoundNumber
THC00943,12
THC00987,12
THC00999,12
THC01090,12
THC02106,12
THC00885,12
THC00895,12
THC02412,12
THC02641,12
THC00770,12
THC01034,12
THC02966,12
THC00844,12
THC00996,12
THC02965,12
THC01098A,12
THC01098B,12
THC00519,12
THC00534,12
THC02034,12
THC02368,12
THC02969,12
THC00494,12
THC00633,12
THC00661,12
THC00664,12
THC00670,12
THC01445,12
THC01940,12
THC02271,12
THC02272,12
THC02970,12
THC00498,12
THC00748,12
THC01930,12
THC00603,12
THC00543,12
THC00703A,12
THC00703B,12
THC02273A,12
THC02273B,12
THC01000,12
THC02708,12
THC01817,12
THC01779,12
THC02590B,12
THC02590A,12
THC02310B,12
THC02310A,12
THC02968,12
THC01446,12
THC02508B,12
THC02508A,12
THC02602,12
THC02823,12
THC01584A,12
THC01584B,12
THC02589,12
THC01767B,12
THC01767A,12
THC02579,12
THC02737B,12
THC02737A,12
THC02605,12
THC01444,12
THC02022,12
THC02365,12
THC01182,12
THC02743,12
THC02381,12
THC01154,12
THC02028,12
THC00545,12
THC01263,12
THC02436,12
THC02429,12
THC01892,12
THC02254,12
THC02367,12
THC01126,12
THC01186,12
THC01281B,12
THC02255A,12
THC02255B,12
THC02037,12
THC01281A,12
THC02555,12
THC01450,12
THC00308,12
THC00079,12
THC02333,12
THC01313,12
THC02673,12
THC01228B,12
THC01228A,12
THC01223,12
THC01285B,12
THC01276,12
THC02446,12
THC02019,12
THC01474,12
THC00550,12
THC02068,12
THC01285A,12
THC01835,12
THC03034,12
THC03028,12
THC01772B,12
THC03030,12
THC03033,12
THC03038,12
THC02604,12
THC03032,12
THC03027,12
THC03037,12
THC02200,12
THC02222,12
THC03031A,12
THC03031B,12
THC03026A,12
THC03026B,12
THC03039A,12
THC03039B,12
THC03036A,12
THC03036B,12
THC03029A,12
THC03029B,12
THC03035B,12
THC03035A,12
THC01772A,12
THC02550,12
THC03049A,12
THC03049B,12
THC03054,12
THC03055,12
THC03051,12
THC03044,12
THC00651,12
THC03047B,12
THC03047A,12
THC03052,12
THC02261,12
THC03053A,12
THC03053B,12
THC03050,12
THC03056,12
THC03043,12
THC03041B,12
THC03041A,12
THC03042,12
THC03040,12
THC03046,12
THC03045,12
THC01296,12
THC02507,12
THC02576,12
THC03080,12
THC03081,12
THC03082,12
THC03083,12
THC03084,12
THC03086,12
THC03087,12
THC03088B,12
THC03088A,12
THC03090A,12
THC03090B,12
THC03091,12
THC03093,12
THC01600,12
THC03094,12
THC03085,12
THC00949,12
THC03092,12
THC03089,12
THC03095,12
THC02313,12
THC03097,12
THC03099,12
THC03109,12
THC03104,12
THC03101,12
THC03103,12
THC03105,12
THC03107,12
THC01397,12
THC03098,12
THC03102,12
THC03100,12
THC03096,12
THC03106A,12
THC03106B,12
THC03110,12
THC03114,12
THC03132,12
THC03113A,12
THC03113B,12
THC02729,12
THC03134,12
THC03115A,12
THC03115B,12
THC03138,12
THC03135,12
THC00944,12
THC00512,12
THC02199,12
THC03133,12
THC00649,12
THC03131,12
THC01839,12
THC02264,12
THC03111,12
THC03117,12
THC02658,12
THC01777,12
THC03458,12
THC03454A,12
THC03454B,12
THC00368,12
THC02055,12
THC03457,12
THC03453A,12
THC03453B,12
THC03455,12
THC03456,12
THC00669A,12
THC00669B,12
THC03612,12
THC00678,12
THC00713,12
THC02066,12
THC03603,12
THC03605,12
THC03608,12
THC03610,12
THC03615,12
THC03616,12
THC00085,12
THC01625,12
THC02277,12
THC02438,12
THC03604,12
THC03606,12
THC03607,12
THC03614,12
THC03613,12
THC03621,12
THC03620,12
THC03622,12
THC03618,12
THC02649,12
THC03627,12
THC03624,12
THC02267,12
THC02458,12
THC02568,12
THC00107,12
THC03626,12
THC03623,12
THC03619,12
THC03617,12
THC02738,12
THC02648,12
THC00587,12
